age,gender,annual_income,monthly_income,employment_status,employment_duration,existing_debt,monthly_expenses,savings,loan_amount,loan_purpose,loan_term,existing_loans,credit_history_length,previous_defaults,late_payments,payment_behaviour,credit_utilization,outstanding_credit_balance,target
61,female,45319.89,3776.66,employed,2.4,19228.85,3314.92,4210.87,12597.87,education,36,3,38.5,0,0,irregular,0.474,13227.87,1
61,male,68013.33,5667.78,employed,4.5,34130.57,2171.19,2247.84,16303.59,education,36,5,41.2,0,0,consistent,0.165,27297.58,1
59,not_specified,54217.21,4518.1,employed,0.1,19267.93,2672.06,22930.7,3907.57,debt_consolidation,36,4,37.1,0,1,minor_delays,0.712,12447.69,0
64,male,79474.97,6622.91,student,7.1,36575.63,2320.18,2709.45,25253.72,home,48,3,45.0,0,0,consistent,0.35,13236.69,1
32,female,74353.33,6196.11,employed,7.9,23812.95,4945.15,3.65,19061.01,business,24,2,13.1,0,2,consistent,0.031,15516.74,1
68,male,44009.72,3667.48,employed,15.4,0.0,1630.99,215.97,19880.35,auto,36,3,45.0,0,1,consistent,0.317,0.0,1
36,male,57615.05,4801.25,employed,3.0,44333.23,4211.67,7714.77,22520.79,business,60,1,16.1,1,2,consistent,0.124,10221.09,0
59,male,89137.33,7428.11,employed,4.4,6107.87,2786.04,50571.79,9933.43,debt_consolidation,36,1,37.6,1,0,consistent,0.362,3816.36,1
48,female,72227.8,6018.98,employed,3.2,30946.53,4922.62,12797.99,500.0,home,60,2,29.7,1,1,minor_delays,0.598,17726.46,0
58,male,25678.99,2139.92,employed,6.3,13321.52,1549.91,9444.16,27530.5,business,36,1,40.4,0,0,irregular,0.281,5363.63,0
51,male,79046.07,6587.17,employed,7.0,25733.08,3243.19,13150.97,24575.9,debt_consolidation,36,4,31.0,0,1,consistent,0.227,9450.28,1
51,male,33800.12,2816.68,self_employed,5.3,4738.25,1310.82,4473.88,11111.05,business,36,3,34.6,0,0,minor_delays,0.711,3494.56,0
50,female,98725.34,8227.11,employed,9.8,20508.93,4556.8,4085.12,21500.21,auto,36,1,28.7,0,0,irregular,0.452,5033.8,1
58,female,88626.57,7385.55,self_employed,3.0,9961.71,6072.32,7124.63,30837.71,personal,48,1,36.7,0,0,minor_delays,0.275,3976.25,1
56,female,69537.02,5794.75,unemployed,9.4,31948.04,4875.21,14871.21,29525.71,personal,24,1,33.0,0,0,minor_delays,0.515,22068.05,1
27,male,66088.05,5507.34,contract,7.7,18264.02,2477.82,2490.12,10789.85,business,36,0,4.1,0,1,irregular,0.356,6327.46,1
60,not_specified,56565.16,4713.76,contract,5.5,24231.31,2599.48,1313.96,623.63,auto,24,2,40.4,0,1,irregular,0.388,6841.08,1
46,male,79641.62,6636.8,employed,4.2,0.0,3221.31,21058.28,2510.63,auto,48,3,27.1,0,0,consistent,0.707,0.0,1
36,male,52359.77,4363.31,employed,15.2,11973.13,1832.18,3331.42,13571.01,auto,60,5,14.3,0,1,minor_delays,0.396,7135.29,0
45,female,68124.82,5677.07,employed,2.2,17926.62,4078.84,853.28,33085.49,education,12,5,21.5,0,0,consistent,0.686,6957.96,1
67,male,84670.29,7055.86,employed,6.7,15683.38,3860.59,7424.5,8987.1,home,36,1,41.8,1,1,consistent,0.35,4826.96,1
62,female,47393.03,3949.42,employed,2.5,24533.89,1889.67,15506.63,10440.39,debt_consolidation,36,3,45.0,0,0,consistent,0.777,5028.82,1
61,female,45978.99,3831.58,employed,12.6,8609.15,3232.39,4231.16,10213.98,auto,48,1,43.5,0,0,consistent,0.118,6240.14,1
43,female,30946.5,2578.87,employed,9.0,13585.45,2002.6,14111.44,11150.96,home,12,3,16.0,1,1,consistent,0.354,6116.81,0
58,male,34323.71,2860.31,self_employed,2.8,27174.72,2262.63,44.52,16876.5,education,36,4,39.6,0,1,consistent,0.135,9135.98,0
39,male,14461.72,1205.14,employed,7.6,0.0,500.0,683.9,2919.45,debt_consolidation,60,1,17.0,1,1,minor_delays,0.15,0.0,1
53,female,80975.55,6747.96,employed,6.5,20072.21,5881.69,4081.96,28927.96,home,36,3,33.9,0,0,minor_delays,0.175,13798.27,1
51,female,109031.78,9085.98,employed,3.4,8993.38,6156.67,3737.48,15406.97,debt_consolidation,48,4,28.6,0,2,consistent,0.666,6900.51,1
32,male,99058.55,8254.88,employed,8.5,2052.18,5259.74,9829.34,44270.48,auto,36,2,14.8,0,0,consistent,0.44,1352.42,1
33,male,19721.8,1643.48,employed,7.1,17038.53,585.14,15100.26,4090.72,home,60,4,12.1,0,3,minor_delays,0.449,14341.29,0
23,female,80846.22,6737.19,self_employed,6.4,27729.42,5805.21,9463.37,34488.53,business,12,2,6.0,0,0,consistent,0.294,12231.89,1
27,female,98974.77,8247.9,self_employed,5.3,25469.73,5443.76,3451.4,32304.8,education,24,4,3.4,0,2,poor,0.674,7882.55,1
41,male,50122.94,4176.91,employed,7.2,11378.64,3426.48,1148.77,12471.48,education,36,2,20.6,0,0,minor_delays,0.054,2328.85,1
43,male,64637.63,5386.47,employed,6.4,23508.89,3897.87,2282.38,12654.33,home,36,6,22.0,0,0,consistent,0.357,5258.27,1
28,male,12000.0,1000.0,self_employed,5.7,23416.81,804.12,16613.1,6865.72,auto,48,3,7.9,1,0,consistent,0.191,18679.63,0
41,male,68935.14,5744.6,employed,2.9,11951.54,4279.56,2412.37,6991.96,home,36,1,20.9,1,1,minor_delays,0.392,7534.26,0
50,male,34347.45,2862.29,employed,12.3,4683.03,2504.36,25171.62,16993.33,business,36,2,27.7,1,1,consistent,0.366,1085.96,1
32,female,67190.51,5599.21,employed,1.3,5377.19,2679.37,7428.29,17227.66,medical,48,4,14.2,0,0,consistent,0.61,1477.16,1
37,male,21408.72,1784.06,unemployed,7.2,23054.24,829.94,12662.91,500.0,medical,36,0,19.5,0,1,consistent,0.255,15851.12,1
38,male,76114.31,6342.86,employed,4.2,12494.24,4796.14,3129.88,42228.56,medical,48,2,12.4,0,1,minor_delays,0.457,5865.06,1
45,male,88637.33,7386.44,employed,12.5,445.81,4696.26,1448.4,14145.31,home,48,2,22.4,0,2,minor_delays,0.632,330.83,1
38,female,41637.32,3469.78,self_employed,1.9,0.0,2399.43,171.79,17721.74,education,24,3,12.6,0,0,consistent,0.517,0.0,1
56,not_specified,32440.01,2703.33,employed,2.6,22981.98,2037.96,8764.93,10111.39,home,48,1,37.0,0,1,minor_delays,0.124,16758.45,0
36,female,12000.0,1000.0,employed,1.6,6438.66,662.03,560.87,14062.9,debt_consolidation,60,3,14.1,0,0,minor_delays,0.333,2106.11,0
41,not_specified,55073.25,4589.44,contract,6.8,16964.65,3666.89,1057.37,13063.34,auto,60,2,22.9,0,1,minor_delays,0.545,11107.93,1
39,male,46878.56,3906.55,student,0.0,27876.48,2077.32,15784.96,16967.77,auto,12,1,19.6,0,1,consistent,0.499,17192.53,0
29,male,21673.5,1806.12,employed,3.6,0.0,1516.47,1823.47,16839.51,education,36,1,12.4,0,1,consistent,0.703,0.0,0
53,female,73778.49,6148.21,self_employed,0.0,12458.35,2529.22,2594.29,25853.53,medical,60,3,36.0,0,1,minor_delays,0.261,4238.33,0
32,female,50300.77,4191.73,employed,6.5,10951.67,2981.92,3228.9,19499.42,medical,48,1,9.9,0,0,consistent,0.25,7701.7,0
35,female,34030.87,2835.91,self_employed,3.5,17556.91,2431.44,3687.26,24747.11,business,36,5,18.4,0,0,irregular,0.235,10882.62,0
59,female,47581.12,3965.09,self_employed,0.0,27869.92,1958.9,1678.39,16892.08,business,24,2,34.4,0,3,minor_delays,0.208,14890.85,0
66,female,89853.92,7487.83,self_employed,9.8,0.0,4015.69,5522.09,19543.78,debt_consolidation,48,1,42.5,1,0,consistent,0.52,0.0,1
53,female,77676.36,6473.03,employed,0.3,19837.58,3392.53,14753.67,14345.64,debt_consolidation,60,2,33.6,0,1,consistent,0.47,4329.0,1
64,male,58619.32,4884.94,employed,8.7,25378.29,3280.88,32646.69,28034.23,debt_consolidation,60,3,38.2,2,0,consistent,0.22,19386.99,0
62,male,78096.73,6508.06,self_employed,2.7,10763.48,3809.41,7414.48,20548.85,debt_consolidation,60,0,43.6,0,0,minor_delays,0.379,2962.12,1
44,female,31816.29,2651.36,employed,11.9,11350.64,1091.13,11160.57,15261.18,medical,36,2,28.1,1,0,consistent,0.098,5268.5,0
57,male,62841.62,5236.8,unemployed,8.5,18021.39,4493.35,1939.02,14932.99,business,48,1,38.5,0,0,irregular,0.082,9863.26,1
36,female,65830.38,5485.87,employed,1.5,17137.8,2560.06,829.26,15798.37,business,24,1,14.4,0,1,minor_delays,0.53,7383.02,0
43,male,49784.25,4148.69,retired,1.8,19988.23,2715.01,5342.68,17334.88,debt_consolidation,24,1,26.0,0,4,minor_delays,0.932,13266.52,0
46,male,73321.92,6110.16,employed,7.9,19735.37,4210.14,24099.9,16380.03,business,12,3,27.5,1,0,consistent,0.263,8485.05,1
67,male,41708.73,3475.73,employed,4.5,1216.33,1297.24,14535.61,10852.74,education,60,0,45.0,0,1,poor,0.271,682.87,1
61,female,75255.34,6271.28,student,4.8,24883.2,2537.08,2687.48,25413.91,home,24,0,37.0,1,2,irregular,0.691,6634.73,0
44,female,76348.33,6362.36,employed,10.6,27001.4,5750.7,2302.78,26108.84,debt_consolidation,36,1,27.9,0,2,irregular,0.345,13612.66,0
52,female,12000.0,1000.0,employed,2.5,15232.99,728.77,5179.92,36622.43,business,36,3,31.7,0,1,irregular,0.181,9263.19,0
30,not_specified,92947.95,7745.66,self_employed,5.9,0.0,2859.17,5114.12,10360.07,debt_consolidation,36,1,12.5,0,2,consistent,0.519,0.0,1
59,female,12000.0,1000.0,employed,9.3,11623.05,802.69,5749.4,24330.83,auto,36,1,37.8,0,1,consistent,0.354,3802.06,0
47,male,45982.73,3831.89,retired,8.7,15332.87,2451.91,4991.51,500.0,personal,12,0,25.6,0,0,consistent,0.374,6701.15,1
46,female,88659.05,7388.25,contract,4.9,0.0,2902.58,6706.4,26119.47,debt_consolidation,36,0,24.7,1,0,poor,0.56,0.0,1
57,male,53750.55,4479.21,self_employed,4.3,8678.34,3305.79,18213.24,977.6,debt_consolidation,36,1,37.3,1,1,poor,0.437,2663.09,1
51,female,23879.16,1989.93,employed,0.0,0.0,1262.87,3461.02,6172.36,auto,60,0,25.1,1,1,consistent,0.37,0.0,1
24,female,33562.84,2796.9,employed,1.3,20287.51,1305.61,2381.39,20654.48,debt_consolidation,48,3,1.8,0,0,consistent,0.215,16957.03,0
34,female,88699.55,7391.63,contract,6.8,14991.46,6285.03,13243.81,10163.51,business,60,2,12.7,0,1,minor_delays,0.162,6911.92,1
29,female,12040.88,1003.41,employed,4.9,0.0,517.84,8655.73,8658.11,debt_consolidation,36,1,6.3,0,0,consistent,0.247,0.0,0
56,female,91353.77,7612.81,employed,5.8,17217.58,3899.26,1016.7,11667.02,debt_consolidation,24,0,33.6,2,1,consistent,0.459,14990.13,0
22,female,60567.35,5047.28,self_employed,9.7,12321.89,2551.3,3153.89,25025.89,auto,36,5,1.2,0,0,irregular,0.42,8635.57,1
30,male,30997.72,2583.14,contract,0.8,19196.97,2034.1,8758.47,6738.21,education,72,3,11.8,0,0,consistent,0.626,8807.04,0
49,female,46839.01,3903.25,employed,4.6,8301.61,2937.15,14844.16,16404.3,home,24,2,32.3,0,1,minor_delays,0.733,6014.71,0
54,female,35552.17,2962.68,self_employed,6.3,3382.25,2562.11,25995.31,12834.78,debt_consolidation,24,2,29.5,1,0,minor_delays,0.353,2188.25,0
45,female,84521.86,7043.49,retired,2.7,3749.86,3385.97,6276.68,26018.8,home,72,0,19.1,1,0,consistent,0.151,2993.85,1
62,male,81043.12,6753.59,employed,11.2,6541.96,5390.91,2612.27,26327.14,debt_consolidation,72,0,41.5,0,0,minor_delays,0.163,1816.74,1
65,female,17301.81,1441.82,employed,9.1,13225.9,975.59,2652.12,500.0,debt_consolidation,24,3,42.3,0,0,minor_delays,0.279,7643.27,1
27,male,51506.6,4292.22,employed,6.7,14775.5,2257.48,6302.89,28496.2,auto,60,2,4.7,0,1,irregular,0.486,10217.07,0
66,female,39557.17,3296.43,employed,12.7,10711.36,1220.37,8709.2,10281.69,medical,36,4,41.8,1,1,irregular,0.327,9622.79,1
50,female,95631.26,7969.27,contract,0.0,7920.17,6509.3,2074.79,19599.21,medical,36,3,29.4,0,0,minor_delays,0.122,4920.15,0
51,female,26897.42,2241.45,employed,5.5,8783.16,1092.51,7100.74,6672.0,business,36,3,33.0,0,1,consistent,0.583,2621.62,0
25,female,103709.96,8642.5,self_employed,7.0,43092.7,6136.98,20815.08,21082.48,medical,72,1,3.7,0,2,irregular,0.364,37924.92,0
50,female,61134.34,5094.53,self_employed,1.8,3751.3,3376.93,2161.68,45064.84,auto,24,1,32.2,0,1,minor_delays,0.846,1954.95,0
55,female,31789.71,2649.14,employed,6.7,6304.34,933.92,6312.37,18398.82,personal,60,1,34.3,1,0,consistent,0.257,3415.31,0
48,not_specified,44390.87,3699.24,employed,1.1,52526.25,3391.37,4407.84,11941.68,medical,12,4,27.9,0,0,minor_delays,0.585,19813.04,1
25,male,41157.91,3429.83,employed,8.3,18052.16,2792.45,10172.47,14446.23,business,48,2,8.1,0,1,consistent,0.522,13891.87,0
46,male,28859.92,2404.99,employed,9.7,0.0,1508.63,5230.73,840.67,debt_consolidation,48,5,25.2,1,3,irregular,0.309,0.0,1
65,male,64465.5,5372.12,employed,6.6,23112.25,3963.52,7274.6,32938.6,education,48,1,40.3,0,1,consistent,0.151,20378.79,1
55,female,30074.2,2506.18,employed,0.0,2079.53,1557.99,1732.09,20441.71,medical,60,4,37.5,0,1,consistent,0.117,1171.44,1
27,male,12000.0,1000.0,employed,1.6,23908.74,774.41,4694.67,5462.12,auto,48,1,9.3,0,0,minor_delays,0.482,7803.55,0
67,male,52128.41,4344.03,self_employed,7.8,10468.45,1853.02,1146.4,5820.5,home,48,1,45.0,0,0,consistent,0.236,7738.43,1
67,male,15125.74,1260.48,employed,5.6,7722.45,761.86,2784.45,17168.11,home,36,6,45.0,1,0,consistent,0.337,2342.92,0
29,male,42443.82,3536.98,employed,0.0,32309.98,1914.41,1720.65,27251.95,education,72,1,6.3,0,1,consistent,0.881,12870.48,0
59,male,38363.32,3196.94,employed,10.5,19796.82,1956.54,26917.68,4339.11,personal,36,2,38.5,0,0,consistent,0.133,16978.55,1
40,male,39348.38,3279.03,employed,6.0,24675.87,1989.62,1567.39,29247.5,home,36,2,17.2,0,2,consistent,0.26,21800.05,0
49,female,114025.04,9502.09,self_employed,2.2,18219.04,4100.75,2445.98,15992.03,debt_consolidation,36,2,31.7,0,1,consistent,0.498,13548.86,1
42,not_specified,63466.7,5288.89,employed,9.5,7666.67,4794.9,1124.94,6767.32,debt_consolidation,36,5,18.6,0,0,minor_delays,0.487,2643.68,1
58,female,68379.65,5698.3,self_employed,2.8,20336.25,2044.73,3935.41,11855.41,medical,48,2,35.3,0,0,consistent,0.334,14628.78,1
68,female,15813.64,1317.8,employed,2.7,27510.58,500.0,1788.45,36234.09,home,36,1,45.0,0,0,irregular,0.107,16942.06,0
59,female,44996.96,3749.75,employed,6.9,14616.86,2110.59,20875.63,1729.65,education,36,2,38.0,0,0,consistent,0.37,7494.32,1
65,male,67597.87,5633.16,contract,12.6,34619.71,3963.57,1197.55,8949.18,debt_consolidation,60,2,45.0,0,1,consistent,0.654,17735.5,1
66,female,35362.25,2946.85,employed,12.0,23205.85,1333.16,8569.69,27478.42,debt_consolidation,60,4,42.4,0,1,consistent,0.397,12000.56,0
25,male,85609.63,7134.14,employed,6.9,15543.79,4665.16,9326.63,19381.03,home,36,2,10.6,0,0,consistent,0.155,6616.22,1
33,male,30729.89,2560.82,self_employed,7.3,16017.84,1951.3,9261.25,8296.35,home,72,5,11.3,0,1,consistent,0.264,9236.26,0
55,male,54554.48,4546.21,self_employed,8.7,14646.85,1834.92,6273.89,27612.73,personal,36,1,32.9,0,1,minor_delays,0.654,3303.98,1
49,female,46762.66,3896.89,employed,0.5,0.0,3550.54,18915.64,28135.25,debt_consolidation,36,1,30.9,0,1,consistent,0.766,0.0,1
23,female,66272.34,5522.69,contract,8.1,11919.13,2992.86,6366.57,20645.3,education,60,0,0.3,0,1,consistent,0.492,9868.19,1
25,male,45347.26,3778.94,employed,2.6,15654.24,2706.39,5686.21,10263.64,personal,48,4,0.8,1,0,minor_delays,0.379,7413.42,0
45,female,54956.77,4579.73,contract,6.8,8006.98,1891.93,8216.02,11958.65,education,60,1,27.8,1,0,consistent,0.577,6918.01,1
50,female,55860.62,4655.05,employed,4.6,17052.12,3511.8,3185.31,20131.44,personal,36,1,28.2,0,1,consistent,0.277,12674.87,1
29,male,42905.92,3575.49,employed,7.5,13255.69,2964.3,10775.32,2568.78,debt_consolidation,36,2,10.3,0,1,consistent,0.542,10518.62,0
29,male,74612.44,6217.7,employed,6.0,22284.3,2549.34,13221.53,31605.63,business,24,4,7.7,0,2,poor,0.252,18359.93,0
27,male,68198.1,5683.17,self_employed,0.0,20957.35,2396.83,15417.19,35702.3,auto,72,3,2.1,1,0,consistent,0.237,9183.99,1
48,male,59696.04,4974.67,employed,6.2,15005.84,2538.06,8141.38,14404.5,medical,36,4,27.2,0,1,consistent,0.108,11537.99,1
21,female,50808.08,4234.01,self_employed,8.1,0.0,1510.71,6763.5,20917.15,education,36,2,3.9,0,0,consistent,0.57,0.0,0
48,male,82710.14,6892.51,contract,7.3,34488.67,6286.31,52525.68,30043.82,education,24,0,28.3,0,1,minor_delays,0.374,30485.41,1
43,not_specified,55868.31,4655.69,employed,5.1,11297.31,3217.45,10896.76,38511.17,home,48,1,22.5,0,0,consistent,0.439,6966.98,1
43,male,54025.87,4502.16,self_employed,12.1,12029.36,3134.97,27041.19,34126.79,business,36,1,17.9,1,1,consistent,0.63,8250.94,0
53,female,64721.94,5393.5,self_employed,6.7,8889.75,4835.85,12398.33,500.0,medical,60,1,35.3,0,0,minor_delays,0.208,3684.66,1
46,female,106111.25,8842.6,contract,7.3,7139.06,7288.58,20697.75,13528.91,debt_consolidation,36,2,22.8,0,0,minor_delays,0.165,1587.06,1
55,male,27150.74,2262.56,employed,9.7,31528.7,1841.99,7269.67,22507.57,debt_consolidation,24,7,27.8,0,2,minor_delays,0.766,9905.26,0
57,female,82016.28,6834.69,employed,7.0,29632.53,3714.77,3230.78,11563.61,home,12,0,36.4,1,1,consistent,0.361,8873.47,1
65,female,12777.55,1064.8,unemployed,1.9,18332.72,575.92,236.59,36610.43,medical,24,0,45.0,1,0,poor,0.427,9344.24,0
59,female,67649.1,5637.43,employed,0.0,11710.0,2910.55,5760.58,34923.13,auto,48,2,39.3,0,0,consistent,0.461,4739.92,1
45,male,102952.15,8579.35,self_employed,3.6,20429.42,4698.19,629.27,8024.77,debt_consolidation,60,4,22.1,0,1,consistent,0.098,17591.12,1
44,female,74705.38,6225.45,employed,8.5,13885.56,3490.11,16425.22,15213.6,personal,36,1,19.4,1,1,consistent,0.561,10956.65,0
32,male,66436.25,5536.35,contract,4.1,10717.32,2379.54,4376.39,8754.9,debt_consolidation,36,2,13.3,0,2,consistent,0.597,6193.5,1
49,male,47428.31,3952.36,contract,8.7,17057.27,2185.22,13049.94,14853.59,education,36,2,30.8,0,1,consistent,0.266,13588.97,1
27,male,62807.23,5233.94,unemployed,6.1,7706.11,3164.68,3965.23,14520.24,education,60,0,1.8,0,1,minor_delays,0.366,4697.29,1
65,female,55446.37,4620.53,self_employed,10.7,16027.17,2431.91,11362.92,27496.84,auto,72,0,40.5,1,0,consistent,0.49,13527.16,1
61,female,41564.61,3463.72,employed,4.3,15450.65,1538.75,17960.32,7226.89,debt_consolidation,48,0,38.4,0,0,consistent,0.421,11149.21,1
26,female,54463.23,4538.6,employed,7.4,20235.23,2554.53,12871.23,500.0,auto,24,2,0.0,0,1,poor,0.551,14460.72,0
58,female,67157.91,5596.49,contract,7.5,5570.36,3492.87,2679.27,500.0,home,36,0,37.8,0,0,consistent,0.399,2185.96,1
26,female,42052.36,3504.36,self_employed,11.5,21521.64,2666.17,11704.22,5688.68,debt_consolidation,72,3,4.8,0,2,consistent,0.298,16273.05,0
55,female,41036.67,3419.72,employed,0.0,2124.26,2583.28,7820.2,9787.39,auto,36,1,32.9,0,1,irregular,0.344,1573.35,1
25,female,26633.67,2219.47,employed,3.7,6129.2,1033.24,2983.74,19058.92,debt_consolidation,48,3,7.4,0,1,minor_delays,0.438,1573.12,0
44,male,72158.85,6013.24,self_employed,8.9,6652.9,2230.27,3329.6,5122.27,personal,60,3,25.0,0,0,irregular,0.397,1600.19,1
52,female,76178.4,6348.2,employed,11.7,135.38,3321.16,2101.0,3677.89,auto,60,1,24.2,1,0,consistent,0.346,110.59,1
55,not_specified,68023.17,5668.6,self_employed,6.5,25187.95,2491.73,10506.51,6776.08,debt_consolidation,48,3,28.5,1,1,consistent,0.615,22296.34,0
41,female,87094.43,7257.87,student,4.3,1371.37,4177.63,14063.52,4727.81,business,36,1,21.6,2,0,consistent,0.096,854.7,1
65,female,64284.56,5357.05,employed,8.5,4613.0,4865.42,8135.82,10900.57,home,60,1,43.6,0,0,consistent,0.341,1474.11,1
58,male,72192.28,6016.02,employed,9.0,28064.89,2726.53,24393.98,10429.84,debt_consolidation,36,0,36.1,0,1,minor_delays,0.318,13887.42,1
30,male,69899.77,5824.98,student,4.1,6153.01,3097.48,2028.32,24579.62,home,60,1,11.6,1,0,consistent,0.444,1321.26,1
53,female,59619.96,4968.33,employed,6.8,10742.29,3792.4,6790.42,6115.18,debt_consolidation,36,2,33.5,0,1,consistent,0.272,8327.52,1
56,male,48198.63,4016.55,contract,10.2,855.65,2571.53,151.79,13066.44,auto,48,5,31.7,1,1,consistent,0.259,232.92,1
37,male,119567.97,9964.0,employed,13.1,22995.41,3736.89,11921.23,11004.75,debt_consolidation,60,2,15.9,0,1,consistent,0.313,9993.93,0
56,female,50249.27,4187.44,employed,8.5,23160.83,1851.53,6661.88,25897.73,debt_consolidation,36,1,36.7,0,0,consistent,0.32,13755.06,0
64,male,44687.18,3723.93,employed,5.7,21867.35,3288.58,17259.29,15302.93,education,36,2,43.6,0,2,consistent,0.436,15058.8,1
60,female,73284.26,6107.02,employed,5.3,19450.36,2496.58,7216.84,28557.66,home,12,2,42.7,0,1,consistent,0.31,16240.14,1
57,female,68548.21,5712.35,student,7.7,13883.07,4067.21,10432.71,4323.93,home,60,0,33.0,0,1,consistent,0.387,6875.87,1
51,female,25475.42,2122.95,self_employed,5.0,6707.48,1701.81,14201.88,16456.97,auto,48,4,29.9,0,1,consistent,0.358,2238.42,0
33,female,91189.63,7599.14,employed,6.3,3220.37,3809.45,4051.29,10665.2,education,36,5,11.6,0,0,consistent,0.781,889.56,1
59,male,59550.94,4962.58,employed,1.3,28478.87,3787.91,7777.95,3513.49,business,60,0,42.1,1,0,minor_delays,0.296,18824.09,0
38,female,33115.79,2759.65,self_employed,10.7,22177.65,1233.12,12784.57,16257.38,debt_consolidation,60,0,15.2,0,1,consistent,0.355,6435.19,0
46,female,92908.39,7742.37,employed,0.9,4680.35,3966.47,3491.56,36062.21,auto,60,7,23.8,0,1,consistent,0.251,3092.59,1
36,female,78267.56,6522.3,employed,3.8,13477.98,3442.07,4405.14,7618.0,education,48,2,14.9,0,1,irregular,0.094,6999.99,1
36,male,29121.91,2426.83,self_employed,5.9,9398.62,2227.75,2667.22,15598.0,debt_consolidation,72,1,16.8,0,1,consistent,0.085,4620.06,1
28,male,108206.75,9017.23,employed,13.5,0.0,4258.89,4579.42,2565.45,debt_consolidation,60,1,4.9,0,0,irregular,0.389,0.0,1
67,male,79128.73,6594.06,employed,3.8,15131.82,2793.56,1360.01,948.49,business,24,3,41.2,0,0,consistent,0.321,12578.06,1
28,not_specified,61734.9,5144.58,employed,2.8,8014.09,4515.11,3476.94,8340.22,auto,72,5,4.2,0,0,minor_delays,0.683,5620.53,0
25,not_specified,103345.69,8612.14,employed,3.3,1569.56,3809.15,768.57,12050.19,debt_consolidation,36,2,4.3,0,2,minor_delays,0.208,890.37,1
65,female,66141.74,5511.81,employed,12.1,0.0,4691.6,2572.71,12538.59,business,60,0,45.0,0,0,consistent,0.468,0.0,1
47,female,61269.84,5105.82,employed,0.0,0.0,3680.07,6098.14,14513.72,debt_consolidation,60,1,25.8,1,0,consistent,0.326,0.0,1
42,male,44832.2,3736.02,employed,1.5,8542.89,2536.05,3669.05,500.0,auto,48,2,23.8,0,1,irregular,0.227,4095.59,1
56,female,77128.11,6427.34,unemployed,16.4,11978.86,5002.16,8772.1,10114.59,education,36,3,29.9,1,1,minor_delays,0.267,9553.72,1
39,female,74391.68,6199.31,employed,7.9,2496.39,4735.15,7568.37,22519.34,debt_consolidation,12,1,16.8,1,0,minor_delays,0.625,1235.69,0
27,male,62381.68,5198.47,self_employed,1.1,20808.87,2146.97,6309.32,2059.3,auto,36,1,5.8,0,1,irregular,0.271,4225.88,1
56,female,41460.35,3455.03,employed,5.3,12213.44,3177.58,336.98,13093.4,home,48,1,36.4,1,1,consistent,0.817,10335.89,1
29,male,65378.18,5448.18,employed,5.8,19922.62,4831.87,19556.45,20221.28,medical,60,2,7.1,0,0,minor_delays,0.582,12252.4,0
47,male,60185.23,5015.44,employed,8.9,10805.07,4318.58,3844.13,8395.06,business,12,7,26.1,0,0,poor,0.463,3414.13,0
66,male,27329.67,2277.47,self_employed,12.9,3554.59,1604.95,7969.34,20756.77,home,24,3,45.0,0,1,poor,0.765,1025.89,0
65,male,23732.88,1977.74,employed,7.1,14369.41,1281.56,12384.85,500.0,auto,48,3,45.0,0,1,consistent,0.717,6661.75,0
38,male,76693.99,6391.17,employed,3.3,0.0,4190.55,2354.99,26772.95,auto,36,0,13.5,0,0,minor_delays,0.208,0.0,1
58,female,12000.0,1000.0,contract,8.6,19473.26,500.0,1427.57,21023.81,personal,24,6,37.3,0,1,consistent,0.495,16696.76,0
50,male,67340.67,5611.72,employed,2.7,1754.21,3561.75,233.08,17612.32,education,24,2,31.7,0,0,minor_delays,0.156,417.71,1
44,female,49569.84,4130.82,student,1.4,24018.79,2914.49,16286.11,29373.0,business,48,2,25.6,2,0,minor_delays,0.177,10735.04,0
27,not_specified,96014.41,8001.2,employed,0.0,8938.53,5804.57,1863.44,13377.16,personal,48,1,1.2,1,1,consistent,0.224,3396.82,1
39,female,49169.83,4097.49,contract,0.0,25750.4,2209.85,33777.23,10203.58,debt_consolidation,60,1,18.4,0,0,consistent,0.168,12742.12,1
52,female,79146.59,6595.55,self_employed,1.9,0.0,4080.21,3011.57,32097.99,auto,36,1,27.8,0,2,consistent,0.13,0.0,1
68,male,51680.24,4306.69,employed,0.8,4866.76,3069.36,11088.33,37248.42,personal,24,5,45.0,0,1,consistent,0.258,1513.48,1
21,male,64957.45,5413.12,employed,6.8,17571.22,3216.12,347.33,9372.19,medical,60,1,2.8,0,0,consistent,0.421,15014.28,0
55,female,81157.75,6763.15,student,0.7,27045.97,6076.13,10329.54,15748.82,debt_consolidation,72,4,34.2,1,0,consistent,0.545,10264.18,0
61,female,49973.55,4164.46,employed,0.0,32999.31,3132.1,1609.97,28495.47,auto,36,3,39.8,0,0,consistent,0.212,23987.13,1
66,male,87910.43,7325.87,employed,1.3,13496.39,2569.37,471.95,16140.4,debt_consolidation,60,2,44.7,1,0,consistent,0.261,8740.67,1
41,male,36163.86,3013.65,employed,3.6,35052.95,1094.77,842.51,23540.47,business,60,3,21.1,2,0,consistent,0.559,20451.49,0
26,male,69659.41,5804.95,employed,3.1,9524.03,4315.81,9931.42,25584.44,business,60,0,3.4,0,0,minor_delays,0.429,7530.82,1
34,female,85988.63,7165.72,employed,11.6,26185.21,4193.43,925.93,10814.65,auto,36,2,10.5,0,0,consistent,0.309,16365.96,1
